Id,Nombre,Name
866,Sal de mar,Sea salt
2585,Sal yodada,Iodized salt
2303,Salami,Salami
2308,Salchicha de pollo fresca,Fresh chicken sausage
2305,"Salchicha, fresca","Sausage, fresh"
2309,"Salchicha, tipo ""frankfurt""",Frankfurt sausage
988,"Salchicha, tipo país, a la plancha","Sausage, ""país"" type, griddle"
982,"Salchicha, tipo viena","Sausage, viena type"
2310,Salchichón,Salchichon
839,"Salema, cruda","Salema, raw"
2626,Salmón,Salmon
2627,Salmón ahumado,Smoked salmon
2628,"Salmón, plancha","Salmon, griddle"
2629,Salmonete,Mullet
2584,Salsa agridulce,Sweet and sour sauce
2583,Salsa al curry,Curry sauce
865,Salsa al roquefort,Roquefort sauce
2581,Salsa barbacoa,barbecue sauce
2580,Salsa bechamel,bechamel sauce
2579,Salsa boloñesa,Bolognese sauce
858,Salsa carbonara,Carbonara sauce
2577,Salsa de queso,cheese sauce
2575,Salsa de soja,"Soya, sauce"
857,Salsa napolitana,Napolitana sauce
856,"Salsa siciliana, picante","Sicilian sauce, hot"
855,"Salsa vinagreta, con aceite de oliva","Vinaigrette sauce, with olive oil"
2177,Salvado de trigo,"Wheat, bran"
2569,"San jacobo, congelado","Breadcrumbed fried loin, ham and cheese"
2247,Sandía,Watermelon
2459,Sangría,Sangria
2630,Sardina,Sardine
2631,"Sardina, asada","Sardine, roasted"
2632,"Sardina, enlatada, en aceite, escurrida","sardine, canned in oil, drained"
2633,"Sardina, enlatada, en escabeche","Sardine, canned, pickled"
2634,"Sargo, crudo","Annular seabream, raw"
2568,Seitán,Seitan
2178,Semilla de lino,"Flax, seeds"
1084,"Sémola de trigo, cruda","Ground wheat, raw"
1085,"Sémola de trigo, hervida","Ground wheat, boiled"
2635,Sepia,Cuttlefish
1127,"Sésamo, semilla","Sesame, seed"
1075,"Sesos, de cerdo, crudos","Brain, pork, raw"
1080,"Sesos, de cordero, crudos","Brain, lamb, raw"
1047,"Sesos, de ternera, crudos","Brain, veal, raw"
2419,Seta,Mushroom
2420,"Seta, plancha","Mushroom, griddle"
2460,Sidra,Sidra
1086,Sobao,"Traditional sponge cake, sobao"
2311,Sobrasada,Sobrasada
1110,Soda,Soda
1182,Sofrito,Lightly-fried vegatables
1124,"Soja, fresca","Soybean, fresh"
2208,"Soja, frita","Soya, fried"
849,"Soja, germinada, en conserva","Soybean, sprouts, canned"
1129,"Soja, seca, cruda","Soybean, dry, raw"
1122,"Soja, seca, remojada, hervida","Soybean, dry, soaked, boiled"
2565,Sopa de sobre maravilla,"Instant soup with pasta, ""maravilla"" type"
2564,"Sopa de sobre, sin reconstituir","Instant soup, dried"
2563,Suplemento proteico,Protein supplement
2562,Surimi,Surimi
