Id,Nombre,Name
2224,Dátil,Date
2670,Donut,Doughnut
1044,"Donut, de chocolate","Doughnut, with chocolate"
815,"Dorada, cruda","Gilt-head bream, raw"
2333,"Dorada, plancha","Gilt-head bream, griddle"
