Id,Nombre,Name
2639,Zamburiñas,Variegated scallop
2424,"Zanahoria, cruda","Carrot, raw"
1091,Zumo de grosella negra,Black currant juice
1090,Zumo de grosella roja,Red currant juice
1089,"Zumo de lima, envasado",Lime juice
937,"Zumo de limón, fresco","Lemon juice, fresh"
1081,Zumo de mango,Mango juice
2467,Zumo de manzana,Apple juice
2468,Zumo de naranja,Orange juice
2469,Zumo de piña,Pineapple juice
1068,Zumo de piña y uva,Pineapple and grape juice
1079,"Zumo de pomelo, envasado",Grapefruit juice
2248,"Zumo de tomate, fresco","Tomato, fresh juice"
2365,Zumo de uva,Grape juice
791,Zumo de uva y melocotón,Grape and peach juice
2252,"Zumo de zanahoria, fresco","Carrot, fresh juice"
