Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","303 (73)
							",kJ (kcal),236
"grasa, total (lipidos totales)",0.2,g,29
"proteina, total",4.5,g,29
agua (humedad),79.6,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",2.8,g,29
carbohidratos,12.9,g,29
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",traza,g,29
"ácidos grasos, poliinsaturados totales",0.1,g,29
ácidos grasos saturados totales,traza,g,29
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,0,mg,29
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,216.67,ug,7
Vitamina D,0,ug,7
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,5.37,mg,7
"folato, total",54,ug,7
"equivalentes de niacina, totales",4.1,mg,7
riboflavina,0.12,mg,7
tiamina,0.22,mg,7
Vitamina B-12,0,ug,7
"Vitamina B-6, Total",0.44,mg,7
Vitamina C (ácido ascórbico),38,mg,7
Minerales,,,
calcio,48,mg,7
"hierro, total",1.6,mg,7
potasio,236,mg,61
magnesio,48,mg,7
sodio,240,mg,7
fósforo,94,mg,7
ioduro,23.5,ug,280
"selenio, total",0.3,ug,280
zinc (cinc),0.7,mg,7
