Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","367 (88)
							",kJ (kcal),236
"grasa, total (lipidos totales)",1.2,g,296
"proteina, total",19.4,g,30
agua (humedad),79.6,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,310
carbohidratos,0,g,30
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),0.16,g,296
"ácidos grasos, monoinsaturados totales",0.2,g,30
"ácidos grasos, poliinsaturados totales",0.32,g,30
ácidos grasos saturados totales,0.23,g,30
ácido graso 12:0 (láurico),0.001,g,296
ácido graso 14:0 (ácido mirístico),0.031,g,296
ácido graso 16:0 (ácido palmítico),0.214,g,296
ácido graso 18:0 (ácido esteárico),0.09,g,296
ácido graso 18:1 n-9 cis (ácido oléico),0.094,g,296
colesterol,37,mg,30
ácido graso 18:2,0.011,g,296
ácido graso 18:3,0.01,g,296
ácido graso 20:4 n-6  (ácido araquidónico),0.04,g,296
ácido graso 20:5 (ácido eicosapentaenóico),0.032,g,296
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,traza,ug,7
Vitamina D,traza,ug,32
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.8,mg,7
"folato, total",11,ug,32
"equivalentes de niacina, totales",2.3,mg,32
riboflavina,0.14,mg,7
tiamina,0.8,mg,7
Vitamina B-12,2,ug,32
"Vitamina B-6, Total",0.32,mg,7
Vitamina C (ácido ascórbico),traza,mg,32
Minerales,,,
calcio,14,mg,7
"hierro, total",0.9,mg,7
potasio,255,mg,7
magnesio,20,mg,7
sodio,80,mg,7
fósforo,210,mg,7
ioduro,7,ug,32
"selenio, total",56.5,ug,30
zinc (cinc),0.5,mg,7
