Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","661 (159)
							",kJ (kcal),236
"grasa, total (lipidos totales)",6.8,g,30
"proteina, total",13,g,30
agua (humedad),64.9,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",4.2,g,30
carbohidratos,11.1,g,30
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",1.3,g,30
"ácidos grasos, poliinsaturados totales",3.2,g,30
ácidos grasos saturados totales,0.79,g,30
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,0,mg,30
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,18,ug,30
Vitamina D,0,ug,38
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.1,mg,38
"folato, total",165,ug,30
"equivalentes de niacina, totales",1.65,mg,30
riboflavina,0.17,mg,30
tiamina,0.43,mg,30
Vitamina B-12,0,ug,30
"Vitamina B-6, Total",0.06,mg,30
Vitamina C (ácido ascórbico),29,mg,30
Minerales,,,
calcio,197,mg,30
"hierro, total",3.55,mg,30
potasio,620,mg,30
magnesio,65,mg,30
sodio,15,mg,30
fósforo,194,mg,30
ioduro,1,ug,38
"selenio, total",1.5,ug,30
zinc (cinc),0.99,mg,30
