Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),traza,g,61
"energía, total","1475 (354)
							",kJ (kcal),236
"grasa, total (lipidos totales)",32.8,g,61
"proteina, total",15.4,g,61
agua (humedad),41.6,g,61
Hidratos de Carbono,,,
"fibra, dietetica total",traza,g,61
carbohidratos,traza,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",9.1,g,61
"ácidos grasos, poliinsaturados totales",1.4,g,61
ácidos grasos saturados totales,20.6,g,61
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,100,mg,61
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,309,ug,61
Vitamina D,0.2,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.77,mg,61
"folato, total",49,ug,61
"equivalentes de niacina, totales",5.6,mg,38
riboflavina,0.7,mg,61
tiamina,0.2,mg,61
Vitamina B-12,0.6,ug,61
"Vitamina B-6, Total",0.1,mg,61
Vitamina C (ácido ascórbico),0,mg,61
Minerales,,,
calcio,600,mg,61
"hierro, total",0.5,mg,61
potasio,600,mg,61
magnesio,25,mg,61
sodio,1522,mg,61
fósforo,445,mg,61
ioduro,2,ug,38
"selenio, total",14.5,ug,38
zinc (cinc),2,mg,61
