Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,38
"energía, total","1622 (389)
							",kJ (kcal),236
"grasa, total (lipidos totales)",30.4,g,38
"proteina, total",28.77,g,38
agua (humedad),40.3,g,38
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,38
carbohidratos,0.5,g,38
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",9,g,38
"ácidos grasos, poliinsaturados totales",0.763,g,38
ácidos grasos saturados totales,18.9,g,38
ácido graso 12:0 (láurico),0.034,g,318
ácido graso 14:0 (ácido mirístico),0.061,g,318
ácido graso 16:0 (ácido palmítico),0.1925,g,318
ácido graso 18:0 (ácido esteárico),0.051,g,318
ácido graso 18:1 n-9 cis (ácido oléico),0.1384,g,318
colesterol,87.8,mg,38
ácido graso 18:2,0.0136,g,318
ácido graso 18:3,0.155,g,326
ácido graso 20:4 n-6  (ácido araquidónico),0.055,g,326
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,360,ug,38
Vitamina D,0.28,ug,38
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.62,mg,38
"folato, total",21.3,ug,38
"equivalentes de niacina, totales",4.6,mg,38
riboflavina,0.3,mg,38
tiamina,0.04,mg,38
Vitamina B-12,1.5,ug,38
"Vitamina B-6, Total",0.2,mg,38
Vitamina C (ácido ascórbico),0,mg,38
Minerales,,,
calcio,765,mg,38
"hierro, total",0.64,mg,38
potasio,100,mg,38
magnesio,36,mg,38
sodio,670,mg,38
fósforo,520,mg,38
ioduro,34,ug,38
"selenio, total",1.6,ug,38
zinc (cinc),4,mg,38
