Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","461 (111)
							",kJ (kcal),236
"grasa, total (lipidos totales)",4.2,g,179
"proteina, total",18,g,150
agua (humedad),75.1,g,149
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,61
carbohidratos,0,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),1.656,g,293
"ácidos grasos, monoinsaturados totales",1.7794,g,179
"ácidos grasos, poliinsaturados totales",1.0048,g,179
ácidos grasos saturados totales,0.9479,g,179
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,40,mg,179
ácido graso 18:2,0.043,g,293
ácido graso 18:3,0.058,g,293
ácido graso 20:4 n-6  (ácido araquidónico),0.13,g,293
ácido graso 20:5 (ácido eicosapentaenóico),0.288,g,293
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,40,ug,61
Vitamina D,7.2,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,1,mg,61
"folato, total",2,ug,149
"equivalentes de niacina, totales",9,mg,30
riboflavina,0.135,mg,179
tiamina,0.105,mg,179
Vitamina B-12,4,ug,150
"Vitamina B-6, Total",0.465,mg,179
Vitamina C (ácido ascórbico),traza,mg,150
Minerales,,,
calcio,7.5,mg,179
"hierro, total",0.65,mg,179
potasio,346,mg,179
magnesio,27,mg,179
sodio,116,mg,179
fósforo,261,mg,179
ioduro,2,ug,32
"selenio, total",48.1,ug,30
zinc (cinc),0.7,mg,61
