Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","570 (137)
							",kJ (kcal),236
"grasa, total (lipidos totales)",7.25,g,61
"proteina, total",14,g,154
agua (humedad),64.3,g,154
Hidratos de Carbono,,,
"fibra, dietetica total",6.1,g,154
carbohidratos,3.7661,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",1.4,g,154
"ácidos grasos, poliinsaturados totales",3.5,g,154
ácidos grasos saturados totales,0.9,g,154
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,0,mg,61
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,1,ug,61
Vitamina D,0,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,1.13,mg,154
"folato, total",54,ug,154
"equivalentes de niacina, totales",0.5,mg,29
riboflavina,0.09,mg,154
tiamina,0.12,mg,154
Vitamina B-12,0,ug,61
"Vitamina B-6, Total",0.23,mg,154
Vitamina C (ácido ascórbico),traza,mg,154
Minerales,,,
calcio,83,mg,154
"hierro, total",3,mg,154
potasio,510,mg,154
magnesio,63,mg,154
sodio,1,mg,154
fósforo,250,mg,154
ioduro,6.3,ug,38
"selenio, total",17.8,ug,38
zinc (cinc),0.9,mg,154
