Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","970 (232)
							",kJ (kcal),236
"grasa, total (lipidos totales)",2.1,g,258
"proteina, total",10.4,g,258
agua (humedad),17,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",26.2,g,280
carbohidratos,42.4,g,280
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",0.79,g,258
"ácidos grasos, poliinsaturados totales",0.62,g,258
ácidos grasos saturados totales,0.63,g,258
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,0,mg,258
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,0,ug,258
Vitamina D,0,ug,258
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,2.5,mg,258
"folato, total",10,ug,32
"equivalentes de niacina, totales",0.2,mg,258
riboflavina,0.13,mg,258
tiamina,0.02,mg,258
Vitamina B-12,0,ug,258
"Vitamina B-6, Total",0.34,mg,258
Vitamina C (ácido ascórbico),21,mg,258
Minerales,,,
calcio,266,mg,258
"hierro, total",14.3,mg,258
potasio,73,mg,258
magnesio,90,mg,258
sodio,5,mg,258
fósforo,176,mg,258
ioduro,-,-,-
"selenio, total",3,ug,258
zinc (cinc),1.1,mg,258
