Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,38
"energía, total","2265 (544)
							",kJ (kcal),236
"grasa, total (lipidos totales)",43.06,g,310
"proteina, total",25.23,g,38
agua (humedad),10.58,g,38
Hidratos de Carbono,,,
"fibra, dietetica total",8.1,g,38
carbohidratos,7.91,g,38
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),0.04,g,310
"ácidos grasos, monoinsaturados totales",23.14,g,310
"ácidos grasos, poliinsaturados totales",13.19,g,310
ácidos grasos saturados totales,6.75,g,310
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),0.01,g,310
ácido graso 16:0 (ácido palmítico),4.06,g,310
ácido graso 18:0 (ácido esteárico),1.23,g,310
ácido graso 18:1 n-9 cis (ácido oléico),22.26,g,310
colesterol,0,mg,38
ácido graso 18:2,12.72,g,310
ácido graso 18:3,0.35,g,310
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),0.01,g,310
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,0.333,ug,38
Vitamina D,0,ug,38
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,10.94,mg,38
"folato, total",110,ug,38
"equivalentes de niacina, totales",18.383,mg,38
riboflavina,0.155,mg,38
tiamina,0.9,mg,38
Vitamina B-12,0,ug,38
"Vitamina B-6, Total",0.44,mg,38
Vitamina C (ácido ascórbico),0,mg,38
Minerales,,,
calcio,60,mg,38
"hierro, total",2.5,mg,38
potasio,670,mg,38
magnesio,210,mg,38
sodio,2,mg,38
fósforo,430,mg,38
ioduro,13,ug,38
"selenio, total",7.2,ug,38
zinc (cinc),3.5,mg,38
