Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,30
"energía, total","130 (31)
							",kJ (kcal),236
"grasa, total (lipidos totales)",0.66,g,30
"proteina, total",2.58,g,30
agua (humedad),91.71,g,30
Hidratos de Carbono,,,
"fibra, dietetica total",1.6,g,30
carbohidratos,3.65,g,30
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",0.049,g,30
"ácidos grasos, poliinsaturados totales",0.319,g,30
ácidos grasos saturados totales,0.086,g,30
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,0,mg,30
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,596,ug,310
Vitamina D,0,ug,30
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.43,mg,30
"folato, total",97,ug,30
"equivalentes de niacina, totales",0.305,mg,30
riboflavina,0.086,mg,30
tiamina,0.044,mg,30
Vitamina B-12,0,ug,30
"Vitamina B-6, Total",0.073,mg,30
Vitamina C (ácido ascórbico),15,mg,30
Minerales,,,
calcio,160,mg,30
"hierro, total",1.46,mg,30
potasio,369,mg,30
magnesio,47,mg,30
sodio,27,mg,30
fósforo,52,mg,30
ioduro,-,-,-
"selenio, total",0.3,ug,30
zinc (cinc),0.47,mg,30
