Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","878 (211)
							",kJ (kcal),236
"grasa, total (lipidos totales)",15,g,61
"proteina, total",19,g,61
agua (humedad),65,g,61
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,61
carbohidratos,0,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",6.8,g,61
"ácidos grasos, poliinsaturados totales",1.3,g,61
ácidos grasos saturados totales,5.8,g,61
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,80,mg,61
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,0,ug,61
Vitamina D,traza,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.1,mg,61
"folato, total",4,ug,61
"equivalentes de niacina, totales",4.2,mg,61
riboflavina,0.19,mg,61
tiamina,0.74,mg,61
Vitamina B-12,1.2,ug,61
"Vitamina B-6, Total",0.4,mg,61
Vitamina C (ácido ascórbico),0,mg,61
Minerales,,,
calcio,9,mg,61
"hierro, total",1.3,mg,61
potasio,285,mg,61
magnesio,21,mg,61
sodio,69,mg,61
fósforo,166,mg,61
ioduro,3,ug,38
"selenio, total",14,ug,38
zinc (cinc),1.6,mg,61
