Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","412 (99)
							",kJ (kcal),236
"grasa, total (lipidos totales)",1.6143,g,61
"proteina, total",19.7,g,149
agua (humedad),79.37,g,30
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,310
carbohidratos,1,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",0.32,g,149
"ácidos grasos, poliinsaturados totales",0.61,g,149
ácidos grasos saturados totales,0.2,g,149
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,100,mg,149
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,traza,ug,61
Vitamina D,traza,ug,149
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,2.3,mg,149
"folato, total",20,ug,149
"equivalentes de niacina, totales",1.5,mg,149
riboflavina,0.15,mg,149
tiamina,0.04,mg,149
Vitamina B-12,7,ug,149
"Vitamina B-6, Total",0.3,mg,149
Vitamina C (ácido ascórbico),traza,mg,149
Minerales,,,
calcio,97,mg,149
"hierro, total",2,mg,149
potasio,170,mg,149
magnesio,38,mg,149
sodio,720,mg,149
fósforo,200,mg,149
ioduro,106.3,ug,280
"selenio, total",36.7,ug,30
zinc (cinc),5.5,mg,61
