Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","1699 (408)
							",kJ (kcal),236
"grasa, total (lipidos totales)",17.2,g,61
"proteina, total",7.5,g,61
agua (humedad),14.8,g,61
Hidratos de Carbono,,,
"fibra, dietetica total",2.2,g,61
carbohidratos,55,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",5.5,g,61
"ácidos grasos, poliinsaturados totales",0.75,g,61
ácidos grasos saturados totales,9.9,g,61
ácido graso 12:0 (láurico),0.086,g,310
ácido graso 14:0 (ácido mirístico),0.2,g,310
ácido graso 16:0 (ácido palmítico),7.82,g,310
ácido graso 18:0 (ácido esteárico),1.62,g,310
ácido graso 18:1 n-9 cis (ácido oléico),7.64,g,310
colesterol,50,mg,61
ácido graso 18:2,2.09,g,310
ácido graso 18:3,0.25,g,310
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,225,ug,61
Vitamina D,0.8,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,1,mg,61
"folato, total",19,ug,61
"equivalentes de niacina, totales",0.95,mg,61
riboflavina,0.1,mg,61
tiamina,0.14,mg,61
Vitamina B-12,traza,ug,61
"Vitamina B-6, Total",0.1,mg,61
Vitamina C (ácido ascórbico),0,mg,61
Minerales,,,
calcio,42,mg,61
"hierro, total",1.2,mg,61
potasio,136,mg,61
magnesio,16,mg,61
sodio,492,mg,61
fósforo,95,mg,61
ioduro,7.7,ug,280
"selenio, total",5.2,ug,280
zinc (cinc),0.6,mg,61
