Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","457 (110)
							",kJ (kcal),236
"grasa, total (lipidos totales)",3.0633,g,179
"proteina, total",20.19,g,151
agua (humedad),75,g,149
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,61
carbohidratos,0,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",1.3092,g,179
"ácidos grasos, poliinsaturados totales",0.3328,g,179
ácidos grasos saturados totales,1.2774,g,179
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,73.5,mg,179
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,traza,ug,61
Vitamina D,traza,ug,149
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.075,mg,179
"folato, total",11.1,ug,179
"equivalentes de niacina, totales",6.8,mg,33
riboflavina,0.25,mg,179
tiamina,0.1,mg,179
Vitamina B-12,1.6,ug,179
"Vitamina B-6, Total",0.445,mg,179
Vitamina C (ácido ascórbico),0,mg,151
Minerales,,,
calcio,12.6,mg,179
"hierro, total",1.7,mg,179
potasio,328,mg,149
magnesio,22.3,mg,179
sodio,92,mg,149
fósforo,210,mg,149
ioduro,4.9,ug,33
"selenio, total",8.7,ug,30
zinc (cinc),3.1,mg,151
