Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,274
"energía, total","1017 (244)
							",kJ (kcal),236
"grasa, total (lipidos totales)",20.5,g,274
"proteina, total",15.22,g,274
agua (humedad),64.3,g,274
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,274
carbohidratos,0,g,274
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),0.018,g,326
"ácidos grasos, monoinsaturados totales",9.29,g,274
"ácidos grasos, poliinsaturados totales",1.83,g,274
ácidos grasos saturados totales,8.2,g,274
ácido graso 12:0 (láurico),0.025,g,326
ácido graso 14:0 (ácido mirístico),0.393,g,326
ácido graso 16:0 (ácido palmítico),3.867,g,326
ácido graso 18:0 (ácido esteárico),2.258,g,326
ácido graso 18:1 n-9 cis (ácido oléico),5.373,g,326
colesterol,59,mg,274
ácido graso 18:2,1.314,g,326
ácido graso 18:3,0.092,g,326
ácido graso 20:4 n-6  (ácido araquidónico),0.045,g,326
ácido graso 20:5 (ácido eicosapentaenóico),0.002,g,326
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,traza,ug,274
Vitamina D,traza,ug,274
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.18,mg,274
"folato, total",12,ug,274
"equivalentes de niacina, totales",6.5,mg,274
riboflavina,0.21,mg,274
tiamina,0.04,mg,274
Vitamina B-12,1,ug,274
"Vitamina B-6, Total",0.27,mg,274
Vitamina C (ácido ascórbico),0,mg,280
Minerales,,,
calcio,23,mg,274
"hierro, total",2.5,mg,274
potasio,270,mg,274
magnesio,17,mg,274
sodio,600,mg,274
fósforo,107,mg,274
ioduro,3,ug,280
"selenio, total",23,ug,280
zinc (cinc),3.2,mg,274
