Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),-,-,-
"energía, total","1058 (254)
							",kJ (kcal),236
"grasa, total (lipidos totales)",19.4,g,373
"proteina, total",20,g,373
agua (humedad),59.5,g,373
Hidratos de Carbono,,,
"fibra, dietetica total",-,-,-
carbohidratos,traza,g,373
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",8.905,g,373
"ácidos grasos, poliinsaturados totales",2.204,g,373
ácidos grasos saturados totales,6.923,g,373
ácido graso 12:0 (láurico),0.02,g,373
ácido graso 14:0 (ácido mirístico),0.272,g,373
ácido graso 16:0 (ácido palmítico),4.436,g,373
ácido graso 18:0 (ácido esteárico),2.195,g,373
ácido graso 18:1 n-9 cis (ácido oléico),8.265,g,373
colesterol,78,mg,373
ácido graso 18:2,2.051,g,373
ácido graso 18:3,0.153,g,373
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,7,ug,373
Vitamina D,-,-,-
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,-,-,-
"folato, total",traza,ug,373
"equivalentes de niacina, totales",5.2,mg,373
riboflavina,0.34,mg,373
tiamina,0.35,mg,373
Vitamina B-12,0.1,ug,373
"Vitamina B-6, Total",0.4,mg,373
Vitamina C (ácido ascórbico),-,-,-
Minerales,,,
calcio,11,mg,373
"hierro, total",1.8,mg,373
potasio,363,mg,373
magnesio,25,mg,373
sodio,59,mg,373
fósforo,167,mg,373
ioduro,-,-,-
"selenio, total",26,ug,373
zinc (cinc),1.9,mg,373
