Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","407 (98)
							",kJ (kcal),236
"grasa, total (lipidos totales)",3.6,g,258
"proteina, total",16.1,g,258
agua (humedad),80.3,g,258
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,258
carbohidratos,0,g,258
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),0.303,g,296
"ácidos grasos, monoinsaturados totales",0.83,g,258
"ácidos grasos, poliinsaturados totales",1.19,g,258
ácidos grasos saturados totales,1.12,g,258
ácido graso 12:0 (láurico),0.001,g,296
ácido graso 14:0 (ácido mirístico),0.073,g,296
ácido graso 16:0 (ácido palmítico),0.284,g,296
ácido graso 18:0 (ácido esteárico),0.058,g,296
ácido graso 18:1 n-9 cis (ácido oléico),0.195,g,296
colesterol,25,mg,258
ácido graso 18:2,0.121,g,296
ácido graso 18:3,0.015,g,296
ácido graso 20:4 n-6  (ácido araquidónico),0.022,g,296
ácido graso 20:5 (ácido eicosapentaenóico),0.205,g,296
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,14,ug,258
Vitamina D,traza,ug,258
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0,mg,258
"folato, total",10,ug,32
"equivalentes de niacina, totales",5.5,mg,258
riboflavina,0.14,mg,258
tiamina,0.06,mg,258
Vitamina B-12,2,ug,258
"Vitamina B-6, Total",0.15,mg,258
Vitamina C (ácido ascórbico),traza,mg,258
Minerales,,,
calcio,22,mg,258
"hierro, total",1,mg,258
potasio,290,mg,258
magnesio,20,mg,258
sodio,114,mg,258
fósforo,192,mg,258
ioduro,16,ug,258
"selenio, total",36.5,ug,258
zinc (cinc),0.5,mg,258
