Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","1329 (319)
							",kJ (kcal),236
"grasa, total (lipidos totales)",22.6,g,61
"proteina, total",28.8,g,61
agua (humedad),39.9,g,61
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,61
carbohidratos,0.2,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",11.06,g,61
"ácidos grasos, poliinsaturados totales",2.58,g,61
ácidos grasos saturados totales,7.94,g,61
ácido graso 12:0 (láurico),0.02,g,316
ácido graso 14:0 (ácido mirístico),0.01,g,316
ácido graso 16:0 (ácido palmítico),2.314,g,316
ácido graso 18:0 (ácido esteárico),1.039,g,316
ácido graso 18:1 n-9 cis (ácido oléico),5.974,g,316
colesterol,84,mg,61
ácido graso 18:2,0.708,g,316
ácido graso 18:3,0.068,g,316
ácido graso 20:4 n-6  (ácido araquidónico),0.11,g,316
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,0,ug,61
Vitamina D,0.6,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.2,mg,61
"folato, total",2,ug,61
"equivalentes de niacina, totales",8,mg,61
riboflavina,0.25,mg,61
tiamina,1,mg,61
Vitamina B-12,0.6,ug,61
"Vitamina B-6, Total",0.5,mg,61
Vitamina C (ácido ascórbico),0,mg,61
Minerales,,,
calcio,9,mg,61
"hierro, total",1.7,mg,61
potasio,250,mg,61
magnesio,22,mg,61
sodio,2130,mg,61
fósforo,167,mg,61
ioduro,11.4,ug,38
"selenio, total",12.1,ug,38
zinc (cinc),2.1,mg,61
