Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","684 (164)
							",kJ (kcal),236
"grasa, total (lipidos totales)",4.7,g,149
"proteina, total",30,g,149
agua (humedad),64,g,149
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,310
carbohidratos,0,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",0.98,g,149
"ácidos grasos, poliinsaturados totales",2,g,149
ácidos grasos saturados totales,1.2,g,149
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,54,mg,149
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,26,ug,61
Vitamina D,3.5,ug,149
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.9,mg,149
"folato, total",10,ug,149
"equivalentes de niacina, totales",11.2,mg,149
riboflavina,0.07,mg,149
tiamina,0.2,mg,149
Vitamina B-12,3,ug,149
"Vitamina B-6, Total",0.37,mg,149
Vitamina C (ácido ascórbico),traza,mg,149
Minerales,,,
calcio,9,mg,149
"hierro, total",1.6,mg,149
potasio,277,mg,149
magnesio,28,mg,149
sodio,43,mg,149
fósforo,182,mg,149
ioduro,-,-,-
"selenio, total",65.7,ug,30
zinc (cinc),0.7,mg,61
