Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","1607 (386)
							",kJ (kcal),236
"grasa, total (lipidos totales)",34.5,g,61
"proteina, total",18.57,g,61
agua (humedad),42.86,g,61
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,61
carbohidratos,0.86,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",10.68,g,61
"ácidos grasos, poliinsaturados totales",2.42,g,61
ácidos grasos saturados totales,8.57,g,61
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,85.71,mg,61
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,0,ug,61
Vitamina D,0,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.29,mg,61
"folato, total",2.14,ug,61
"equivalentes de niacina, totales",3.2,mg,61
riboflavina,0.18,mg,61
tiamina,0.29,mg,61
Vitamina B-12,1.14,ug,61
"Vitamina B-6, Total",0.23,mg,61
Vitamina C (ácido ascórbico),1.14,mg,61
Minerales,,,
calcio,21.43,mg,61
"hierro, total",1.71,mg,61
potasio,214.29,mg,61
magnesio,11.43,mg,61
sodio,857.14,mg,61
fósforo,178.57,mg,61
ioduro,5.5,ug,280
"selenio, total",9.2,ug,280
zinc (cinc),3.93,mg,61
