Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","964 (231)
							",kJ (kcal),236
"grasa, total (lipidos totales)",18.1,g,7
"proteina, total",17.3,g,7
agua (humedad),64.6,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,7
carbohidratos,0,g,7
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",7.4,g,7
"ácidos grasos, poliinsaturados totales",3.5,g,7
ácidos grasos saturados totales,5.1,g,7
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,72,mg,7
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,24,ug,327
Vitamina D,1.5,ug,327
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.3,mg,7
"folato, total",8,ug,7
"equivalentes de niacina, totales",6.4,mg,7
riboflavina,0.19,mg,7
tiamina,0.09,mg,7
Vitamina B-12,0.31,ug,7
"Vitamina B-6, Total",0.32,mg,7
Vitamina C (ácido ascórbico),2,mg,7
Minerales,,,
calcio,10,mg,7
"hierro, total",1,mg,7
potasio,196,mg,7
magnesio,18.7,mg,7
sodio,61,mg,7
fósforo,169,mg,7
ioduro,5,ug,280
"selenio, total",12,ug,280
zinc (cinc),1.1,mg,280
