Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","437 (105)
							",kJ (kcal),236
"grasa, total (lipidos totales)",1.6,g,156
"proteina, total",22.2,g,29
agua (humedad),76.2,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,156
carbohidratos,0,g,156
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),0.041,g,301
"ácidos grasos, monoinsaturados totales",0.4,g,156
"ácidos grasos, poliinsaturados totales",0.4,g,156
ácidos grasos saturados totales,0.8,g,156
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),0.255,g,301
ácido graso 16:0 (ácido palmítico),1.713,g,301
ácido graso 18:0 (ácido esteárico),1.188,g,301
ácido graso 18:1 n-9 cis (ácido oléico),1.657,g,301
colesterol,50,mg,29
ácido graso 18:2,1.287,g,301
ácido graso 18:3,0.01,g,301
ácido graso 20:4 n-6  (ácido araquidónico),0.379,g,301
ácido graso 20:5 (ácido eicosapentaenóico),0.113,g,301
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,0,ug,30
Vitamina D,traza,ug,310
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.2,mg,30
"folato, total",4,ug,30
"equivalentes de niacina, totales",6.37,mg,30
riboflavina,0.48,mg,30
tiamina,0.22,mg,30
Vitamina B-12,6.31,ug,30
"Vitamina B-6, Total",0.37,mg,30
Vitamina C (ácido ascórbico),0,mg,30
Minerales,,,
calcio,5,mg,156
"hierro, total",3.3,mg,156
potasio,340,mg,156
magnesio,25,mg,156
sodio,55,mg,156
fósforo,210,mg,156
ioduro,6,ug,280
"selenio, total",9.7,ug,30
zinc (cinc),2.4,mg,156
