Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","2403 (577)
							",kJ (kcal),236
"grasa, total (lipidos totales)",43.1,g,310
"proteina, total",17.5,g,32
agua (humedad),6.9,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",1.4,g,32
carbohidratos,32,g,32
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",27.74,g,310
"ácidos grasos, poliinsaturados totales",8.01,g,310
ácidos grasos saturados totales,8.71,g,310
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),0.02,g,310
ácido graso 16:0 (ácido palmítico),4.42,g,310
ácido graso 18:0 (ácido esteárico),3.58,g,310
ácido graso 18:1 n-9 cis (ácido oléico),25.96,g,310
colesterol,0,mg,32
ácido graso 18:2,8.08,g,310
ácido graso 18:3,0.09,g,310
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,10,ug,32
Vitamina D,0,ug,32
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,5.8,mg,32
"folato, total",68,ug,32
"equivalentes de niacina, totales",2,mg,32
riboflavina,0.26,mg,32
tiamina,0.63,mg,32
Vitamina B-12,0,ug,32
"Vitamina B-6, Total",0.16,mg,32
Vitamina C (ácido ascórbico),0,mg,32
Minerales,,,
calcio,31,mg,32
"hierro, total",2.8,mg,32
potasio,552,mg,32
magnesio,267,mg,32
sodio,14,mg,32
fósforo,373,mg,32
ioduro,0.01,ug,32
"selenio, total",34,ug,32
zinc (cinc),4.8,mg,32
