Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","1951 (468)
							",kJ (kcal),236
"grasa, total (lipidos totales)",27,g,7
"proteina, total",7,g,7
agua (humedad),17,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",7.2,g,38
carbohidratos,49,g,7
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",4.77,g,38
"ácidos grasos, poliinsaturados totales",9.04,g,38
ácidos grasos saturados totales,2.3,g,38
ácido graso 12:0 (láurico),0.002,g,326
ácido graso 14:0 (ácido mirístico),0.014,g,326
ácido graso 16:0 (ácido palmítico),1.209,g,326
ácido graso 18:0 (ácido esteárico),0.894,g,326
ácido graso 18:1 n-9 cis (ácido oléico),4.218,g,326
colesterol,50,mg,38
ácido graso 18:2,9.35,g,326
ácido graso 18:3,0.027,g,326
ácido graso 20:4 n-6  (ácido araquidónico),traza,g,326
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,2.96,ug,38
Vitamina D,1.23,ug,38
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,5.51,mg,38
"folato, total",63.4,ug,38
"equivalentes de niacina, totales",1.5,mg,38
riboflavina,0.1,mg,38
tiamina,traza,mg,7
Vitamina B-12,3.23,ug,38
"Vitamina B-6, Total",0.05,mg,38
Vitamina C (ácido ascórbico),0,mg,7
Minerales,,,
calcio,79.4,mg,38
"hierro, total",3.9,mg,38
potasio,0,mg,7
magnesio,19.8,mg,38
sodio,498,mg,38
fósforo,118,mg,38
ioduro,7.5,ug,280
"selenio, total",3,ug,38
zinc (cinc),2.3,mg,38
