Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","1261 (303)
							",kJ (kcal),236
"grasa, total (lipidos totales)",19.2,g,278
"proteina, total",32.3,g,278
agua (humedad),48.4,g,310
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,32
carbohidratos,0.1,g,278
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",10.31,g,278
"ácidos grasos, poliinsaturados totales",1.18,g,278
ácidos grasos saturados totales,7.81,g,278
ácido graso 12:0 (láurico),0.013,g,326
ácido graso 14:0 (ácido mirístico),0.25,g,278
ácido graso 16:0 (ácido palmítico),4.69,g,278
ácido graso 18:0 (ácido esteárico),2.41,g,278
ácido graso 18:1 n-9 cis (ácido oléico),9.19,g,278
colesterol,69,mg,32
ácido graso 18:2,0.657,g,326
ácido graso 18:3,0.084,g,326
ácido graso 20:4 n-6  (ácido araquidónico),0.053,g,326
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,traza,ug,32
Vitamina D,traza,ug,32
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.08,mg,32
"folato, total",13.5,ug,38
"equivalentes de niacina, totales",0.8,mg,278
riboflavina,0.12,mg,278
tiamina,0.42,mg,278
Vitamina B-12,15.7,ug,38
"Vitamina B-6, Total",0.16,mg,278
Vitamina C (ácido ascórbico),0,mg,32
Minerales,,,
calcio,10.2,mg,278
"hierro, total",4.3,mg,278
potasio,701,mg,278
magnesio,37.2,mg,278
sodio,1942,mg,278
fósforo,141,mg,278
ioduro,11,ug,38
"selenio, total",12.1,ug,327
zinc (cinc),4,mg,278
