Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,310
"energía, total","326 (78)
							",kJ (kcal),236
"grasa, total (lipidos totales)",7.22,g,296
"proteina, total",17,g,32
agua (humedad),82,g,7
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,310
carbohidratos,0,g,32
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),0.527,g,296
"ácidos grasos, monoinsaturados totales",2.13,g,296
"ácidos grasos, poliinsaturados totales",2.46,g,296
ácidos grasos saturados totales,1.49,g,296
ácido graso 12:0 (láurico),0.003,g,296
ácido graso 14:0 (ácido mirístico),0.251,g,296
ácido graso 16:0 (ácido palmítico),0.884,g,296
ácido graso 18:0 (ácido esteárico),0.304,g,296
ácido graso 18:1 n-9 cis (ácido oléico),1.337,g,296
colesterol,67,mg,30
ácido graso 18:2,0.966,g,296
ácido graso 18:3,0.124,g,296
ácido graso 20:4 n-6  (ácido araquidónico),0.037,g,296
ácido graso 20:5 (ácido eicosapentaenóico),0.312,g,296
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,9,ug,32
Vitamina D,14,ug,30
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,1.25,mg,7
"folato, total",6,ug,280
"equivalentes de niacina, totales",5,mg,32
riboflavina,0.08,mg,32
tiamina,0.06,mg,32
Vitamina B-12,2,ug,7
"Vitamina B-6, Total",0.18,mg,7
Vitamina C (ácido ascórbico),traza,mg,32
Minerales,,,
calcio,30,mg,32
"hierro, total",0.9,mg,32
potasio,300,mg,7
magnesio,25,mg,32
sodio,73,mg,7
fósforo,180,mg,7
ioduro,7,ug,280
"selenio, total",28,ug,280
zinc (cinc),0.5,mg,32
