Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","1351 (324)
							",kJ (kcal),236
"grasa, total (lipidos totales)",30,g,61
"proteina, total",11,g,61
agua (humedad),55,g,61
Hidratos de Carbono,,,
"fibra, dietetica total",traza,g,61
carbohidratos,3.2,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",13.5,g,61
"ácidos grasos, poliinsaturados totales",2.5,g,61
ácidos grasos saturados totales,11.7,g,61
ácido graso 12:0 (láurico),0.036,g,326
ácido graso 14:0 (ácido mirístico),0.553,g,326
ácido graso 16:0 (ácido palmítico),9.358,g,326
ácido graso 18:0 (ácido esteárico),5.214,g,326
ácido graso 18:1 n-9 cis (ácido oléico),12.604,g,326
colesterol,110,mg,61
ácido graso 18:2,5.072,g,326
ácido graso 18:3,0.356,g,326
ácido graso 20:4 n-6  (ácido araquidónico),0.051,g,326
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,13,ug,61
Vitamina D,traza,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.5,mg,61
"folato, total",5,ug,61
"equivalentes de niacina, totales",1.2,mg,61
riboflavina,0.1,mg,61
tiamina,0.07,mg,61
Vitamina B-12,0.5,ug,61
"Vitamina B-6, Total",0.1,mg,61
Vitamina C (ácido ascórbico),0,mg,61
Minerales,,,
calcio,40,mg,61
"hierro, total",18,mg,61
potasio,150,mg,61
magnesio,11,mg,61
sodio,700,mg,61
fósforo,60,mg,61
ioduro,4.9,ug,38
"selenio, total",11.8,ug,38
zinc (cinc),0.3,mg,61
