Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,30
"energía, total","144 (34)
							",kJ (kcal),236
"grasa, total (lipidos totales)",0.3,g,30
"proteina, total",2.6,g,30
agua (humedad),91,g,30
Hidratos de Carbono,,,
"fibra, dietetica total",2.2,g,30
carbohidratos,5.2,g,30
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",0.007,g,30
"ácidos grasos, poliinsaturados totales",0.134,g,30
ácidos grasos saturados totales,0.069,g,30
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,0,mg,30
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,6,ug,30
Vitamina D,0,ug,30
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,1,mg,30
"folato, total",7,ug,30
"equivalentes de niacina, totales",0.6,mg,30
riboflavina,0.07,mg,30
tiamina,0.15,mg,30
Vitamina B-12,0,ug,30
"Vitamina B-6, Total",0.24,mg,30
Vitamina C (ácido ascórbico),4,mg,30
Minerales,,,
calcio,13,mg,30
"hierro, total",0.5,mg,30
potasio,533,mg,30
magnesio,3,mg,30
sodio,4,mg,30
fósforo,59,mg,30
ioduro,,ug,30
"selenio, total",0.8,ug,30
zinc (cinc),1.1,mg,30
