Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","336 (81)
							",kJ (kcal),236
"grasa, total (lipidos totales)",1,g,61
"proteina, total",17.6,g,61
agua (humedad),80.4,g,61
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,61
carbohidratos,traza,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),0.294,g,310
"ácidos grasos, monoinsaturados totales",0.13,g,61
"ácidos grasos, poliinsaturados totales",0.3,g,61
ácidos grasos saturados totales,0.24,g,61
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),0.03,g,310
ácido graso 16:0 (ácido palmítico),0.27,g,310
ácido graso 18:0 (ácido esteárico),0.11,g,310
ácido graso 18:1 n-9 cis (ácido oléico),0.07,g,310
colesterol,152,mg,61
ácido graso 18:2,0.01,g,310
ácido graso 18:3,0.01,g,310
ácido graso 20:4 n-6  (ácido araquidónico),0.034,g,310
ácido graso 20:5 (ácido eicosapentaenóico),0.207,g,310
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,2,ug,61
Vitamina D,traza,ug,61
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,2.4,mg,61
"folato, total",12,ug,61
"equivalentes de niacina, totales",3.15,mg,61
riboflavina,0.48,mg,61
tiamina,0.04,mg,61
Vitamina B-12,2.5,ug,61
"Vitamina B-6, Total",0.39,mg,61
Vitamina C (ácido ascórbico),traza,mg,61
Minerales,,,
calcio,38,mg,61
"hierro, total",2.4,mg,61
potasio,427,mg,61
magnesio,32,mg,61
sodio,378,mg,61
fósforo,268,mg,61
ioduro,64,ug,32
"selenio, total",65,ug,32
zinc (cinc),2.2,mg,61
