Componente,Valor,Unidad,Fuente
Proximales,,,
alcohol (etanol),0,g,61
"energía, total","1360 (326)
							",kJ (kcal),236
"grasa, total (lipidos totales)",27.4,g,149
"proteina, total",20.36,g,179
agua (humedad),42.35,g,179
Hidratos de Carbono,,,
"fibra, dietetica total",0,g,61
carbohidratos,traza,g,61
Grasas,,,
ácido graso 22:6 n-3 (ácido docosahexaenóico),-,-,-
"ácidos grasos, monoinsaturados totales",7.8,g,149
"ácidos grasos, poliinsaturados totales",0.66,g,149
ácidos grasos saturados totales,17.7,g,149
ácido graso 12:0 (láurico),-,-,-
ácido graso 14:0 (ácido mirístico),-,-,-
ácido graso 16:0 (ácido palmítico),-,-,-
ácido graso 18:0 (ácido esteárico),-,-,-
ácido graso 18:1 n-9 cis (ácido oléico),-,-,-
colesterol,110,mg,149
ácido graso 18:2,-,-,-
ácido graso 18:3,-,-,-
ácido graso 20:4 n-6  (ácido araquidónico),-,-,-
ácido graso 20:5 (ácido eicosapentaenóico),-,-,-
Vitaminas,,,
Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,303,ug,61
Vitamina D,0.24,ug,149
Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,0.53,mg,149
"folato, total",21,ug,149
"equivalentes de niacina, totales",0.07,mg,149
riboflavina,0.28,mg,149
tiamina,0.03,mg,149
Vitamina B-12,1.7,ug,149
"Vitamina B-6, Total",0.07,mg,149
Vitamina C (ácido ascórbico),traza,mg,149
Minerales,,,
calcio,854,mg,149
"hierro, total",0.4,mg,149
potasio,114,mg,149
magnesio,29,mg,149
sodio,604.897,mg,179
fósforo,490,mg,149
ioduro,3.6,ug,38
"selenio, total",1.6,ug,38
zinc (cinc),2.2,mg,180
